"PREF IBKR","CMON","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","TIME TO DIV","Div adj.price","COM_LAST_PRICE","COM_52W_LOW","COM_52W_HIGH","COM_6M_PRICE","COM_3M_PRICE","COM_5Y_LOW","COM_5Y_HIGH","COM_MKTCAP","CRDT_SCORE","COM_FEB2020_PRICE","COM_MAR2020_PRICE","COM_5Y_LOW_CHG","COM_5Y_HIGH_CHG","COM_52W_LOW_CHG","COM_52W_HIGH_CHG","COM_6M_CHG","COM_3M_CHG","COM_FEB2020_CHG","COM_MAR2020_CHG","5Y_LOW_SKOR","5Y_HIGH_SKOR","52W_LOW_SKOR","52W_HIGH_SKOR","COM_6M_SKOR","COM_3M_SKOR","FEB2020_SKOR","MAR2020_SKOR","Normalized_5Y_LOW","Normalized_5Y_HIGH","Normalized_52W_LOW","Normalized_52W_HIGH","Normalized_COM_6M","Normalized_COM_3M","Normalized_FEB2020","Normalized_MAR2020","52W_HIGH_CHG","5Y_HIGH_CHG","52W_LOW_CHG","5Y_LOW_CHG","5Y_CHG","5Y CHG SKOR","52W_CHG","52W CHG SKOR","TOTAL_HIGH_SCORE","3M_PERF","6M_PERF","RECENT_TOTAL","MKTCAP_NORM","CRDT_NORM","SOLIDITY_SCORE","H2020_SKOR","H2020_NORM","L2020_SKOR","L2020_NORM","COM_6M_NORM","COM_3M_NORM","MKTCAP_RANGE"
"KEY PRJ","KEY","","10.5","11/27/2024","","","0.350000","5.65%","25.360000","16.170000","21.410000","5.240000","-3.950000","21.630000","21.860000","-1.040000","-2.050000","19.970000","24.180000","15.190000","24.180000","5.000000","21.080000","16.490000","12.720000","20.040000","19.220000","18.030000","8.530000","27.170000","18.070000","10.500000","19.520000","9.190000","0.933177","-0.393081","0.296384","-0.177146","-0.142040","-0.085413","-0.155225","0.794342","84.654162","54.622746","33.710692","74.056886","-2.715740","-1.566286","34.766071","54.405788","69.070116","74.591151","73.049840","36.857262","35.402201","46.180847","15.613036","17.868418","-0.177146","-0.393081","0.296384","0.933177","0.933177","20.529924","0.296384","29.977144","64.339816","-0.085413","-0.142040","-0.227453","63.429750","35.650000","58.890325","31.099782","40.295501","29.757584","40.168001","43.044886","52.865766","<1B USD"
"KEY PRK","KEY","","10.5","11/27/2024","","","0.350000","5.63%","26.170000","16.050000","21.070000","5.020000","-5.100000","21.540000","21.870000","-2.170000","-3.680000","19.760000","24.430000","14.990000","24.430000","5.000000","20.740000","16.490000","12.720000","20.040000","19.220000","18.030000","8.530000","27.170000","18.070000","10.500000","19.520000","9.190000","0.933177","-0.393081","0.296384","-0.177146","-0.142040","-0.085413","-0.155225","0.794342","84.654162","54.622746","33.710692","74.056886","-2.715740","-1.566286","34.766071","54.405788","69.070116","74.591151","73.049840","36.857262","35.402201","46.180847","15.613036","17.868418","-0.177146","-0.393081","0.296384","0.933177","0.933177","20.529924","0.296384","29.977144","64.339816","-0.085413","-0.142040","-0.227453","63.429750","35.650000","58.890325","31.099782","40.295501","29.757584","40.168001","43.044886","52.865766","<1B USD"
"KIM PRL","KIM","","11.5","12/27/2024","","","0.320000","5.13%","25.420000","19.200000","19.880000","0.680000","-5.540000","20.620000","21.530000","-3.600000","-7.680000","19.390000","24.180000","18.810000","24.180000","35.000000","19.680000","21.670000","17.930000","25.830000","25.310000","21.530000","10.030000","26.570000","14.660000","11.500000","19.700000","10.630000","1.160518","-0.184419","0.208589","-0.161053","-0.143817","0.006503","0.100000","1.038570","90.000000","73.402333","26.687117","75.505226","-2.761898","0.788797","52.822746","65.213735","72.393529","90.045405","66.221935","39.308842","35.083749","62.694608","23.202700","21.219403","-0.161053","-0.184419","0.208589","1.160518","1.160518","23.195198","0.208589","23.267133","74.453780","0.006503","-0.143817","-0.137314","61.980500","45.550000","64.552983","31.149644","40.358503","30.427367","41.049593","42.764110","67.328340","<1B USD"
"KIM PRM","KIM","","11.5","12/27/2024","","","0.330000","5.25%","25.400000","19.830000","20.320000","0.490000","-5.080000","21.100000","22.080000","-3.680000","-7.990000","19.710000","25.160000","19.710000","25.160000","35.000000","20.120000","21.670000","17.930000","25.830000","25.310000","21.530000","10.030000","26.570000","14.660000","11.500000","19.700000","10.630000","1.160518","-0.184419","0.208589","-0.161053","-0.143817","0.006503","0.100000","1.038570","90.000000","73.402333","26.687117","75.505226","-2.761898","0.788797","52.822746","65.213735","72.393529","90.045405","66.221935","39.308842","35.083749","62.694608","23.202700","21.219403","-0.161053","-0.184419","0.208589","1.160518","1.160518","23.195198","0.208589","23.267133","74.453780","0.006503","-0.143817","-0.137314","61.980500","45.550000","64.552983","31.149644","40.358503","30.427367","41.049593","42.764110","67.328340","<1B USD"
"KREF PRA","KREF","","NR","11/27/2024","4/16/2026","","0.410000","6.50%","23.370000","16.180000","19.600000","3.420000","-3.770000","19.400000","19.870000","1.050000","-1.340000","17.980000","23.660000","15.810000","23.660000","5.000000","19.210000","9.350000","8.280000","12.950000","11.580000","11.250000","8.280000","23.420000","0.635920","","21.110000","9.940000","0.129227","-0.600769","0.129227","-0.277992","-0.192573","-0.168889","-0.557082","-0.059356","20.338164","35.930828","20.338164","64.980695","-4.028283","-3.705116","7.919430","16.626725","3.151754","47.123175","4.029375","24.288811","26.346824","31.183445","4.328732","6.155087","-0.277992","-0.600769","0.129227","0.129227","0.129227","11.104686","0.129227","17.201627","50.455762","-0.168889","-0.192573","-0.361462","38.179600","","","31.536825","40.847719","30.108668","40.630110","35.060867","39.731203","<1B USD"
"MBINN","MBIN","","NR","12/13/2024","","","0.380000","6.00%","24.230000","16.500000","19.860000","3.360000","-4.370000","20.870000","21.430000","-4.850000","-7.320000","18.310000","24.340000","16.310000","24.340000","21.000000","19.570000","32.870000","27.250000","53.270000","39.400000","42.820000","9.890000","53.270000","1.510000","","14.230000","9.490000","2.323559","-0.382955","0.206239","-0.382955","-0.165736","-0.232368","1.309909","2.463646","90.000000","55.534072","26.499083","55.534072","-3.331222","-6.664489","138.421303","128.278241","83.099768","75.930355","66.006846","6.118205","31.155925","24.473321","59.181881","40.772442","-0.382955","-0.382955","0.206239","2.323559","2.323559","36.830294","0.206239","23.087494","55.534072","-0.232368","-0.165736","-0.398104","41.275000","","","29.588141","38.385498","29.898610","40.353624","39.300994","21.557682","<1B USD"
"MET PRE","MET","","12","11/27/2024","","","0.350000","5.63%","26.500000","21.220000","23.590000","2.370000","-2.910000","23.820000","24.210000","-0.960000","-2.560000","22.660000","25.230000","21.030000","25.230000","5.000000","23.260000","80.870000","65.210000","89.050000","85.190000","83.070000","32.720000","89.050000","54.290000","12.000000","51.880000","24.380000","1.471577","-0.091859","0.240147","-0.091859","-0.050710","-0.026484","0.558790","2.317063","90.000000","81.732734","29.211777","81.732734","-0.343594","-0.056383","85.281164","121.791450","76.037434","6.835367","68.924398","98.718464","51.767897","56.768236","36.845773","38.761224","-0.091859","-0.091859","0.240147","1.471577","1.471577","26.841943","0.240147","25.679082","81.732734","-0.026484","-0.050710","-0.077194","77.686400","50.500000","74.725444","38.767039","49.983309","36.054377","48.456066","57.474326","62.138087","<1B USD"
"MET PRF","MET","","12","11/27/2024","","","0.300000","4.75%","24.560000","18.500000","19.710000","1.210000","-4.850000","20.290000","20.970000","-2.870000","-6.020000","19.000000","23.210000","18.330000","23.210000","5.000000","19.430000","80.870000","65.210000","89.050000","85.190000","83.070000","32.720000","89.050000","54.290000","12.000000","51.880000","24.380000","1.471577","-0.091859","0.240147","-0.091859","-0.050710","-0.026484","0.558790","2.317063","90.000000","81.732734","29.211777","81.732734","-0.343594","-0.056383","85.281164","121.791450","76.037434","6.835367","68.924398","98.718464","51.767897","56.768236","36.845773","38.761224","-0.091859","-0.091859","0.240147","1.471577","1.471577","26.841943","0.240147","25.679082","81.732734","-0.026484","-0.050710","-0.077194","77.686400","50.500000","74.725444","38.767039","49.983309","36.054377","48.456066","57.474326","62.138087","<1B USD"
"MFA PRB","MFA","","NR","11/27/2024","4/15/2018","","0.470000","7.50%","21.920000","18.340000","21.510000","3.170000","-0.410000","21.290000","21.540000","1.020000","-0.150000","18.270000","23.670000","17.010000","23.670000","5.000000","21.070000","9.760000","7.850000","13.450000","10.930000","10.320000","6.440000","19.600000","1.010000","","","","0.515528","-0.502041","0.243312","-0.274349","-0.107045","-0.054264","","","51.242236","44.816327","29.464968","65.308550","-1.806804","-0.768164","","","60.174857","60.180511","69.178106","24.919441","41.673052","51.777250","","","-0.274349","-0.502041","0.243312","0.515528","0.515528","15.633547","0.243312","25.920969","55.062438","-0.054264","-0.107045","-0.161308","40.025000","","","0.000000","1.000000","0.000000","1.000000","48.573820","57.767036","<1B USD"
"MGR","AMG","BB","12","12/27/2024","","","0.370000","5.88%","26.290000","19.600000","20.750000","1.150000","-5.540000","21.830000","22.840000","-4.930000","-9.140000","19.910000","25.170000","19.430000","25.170000","35.000000","20.520000","182.320000","139.220000","199.520000","186.590000","169.420000","62.190000","199.520000","5.180000","12.000000","82.300000","48.770000","1.931661","-0.086207","0.309582","-0.086207","-0.022884","0.076142","1.215310","2.738364","90.000000","82.241379","34.766557","82.241379","0.379140","2.573115","131.728632","140.435449","80.236555","6.806297","73.916214","97.801656","56.754117","75.206188","56.368787","44.541763","-0.086207","-0.086207","0.309582","1.931661","1.931661","32.235813","0.309582","30.985871","82.241379","0.076142","-0.022884","0.053258","50.360000","50.500000","65.567415","44.311350","56.988711","43.695670","58.513811","61.870617","78.285847","<1B USD"
"MGRB","AMG","BB","12","12/27/2024","","","0.300000","4.75%","22.010000","16.090000","16.940000","0.850000","-5.070000","17.840000","18.890000","-5.040000","-10.320000","16.130000","21.000000","15.830000","21.000000","35.000000","16.760000","182.320000","139.220000","199.520000","186.590000","169.420000","62.190000","199.520000","5.180000","12.000000","82.300000","48.770000","1.931661","-0.086207","0.309582","-0.086207","-0.022884","0.076142","1.215310","2.738364","90.000000","82.241379","34.766557","82.241379","0.379140","2.573115","131.728632","140.435449","80.236555","6.806297","73.916214","97.801656","56.754117","75.206188","56.368787","44.541763","-0.086207","-0.086207","0.309582","1.931661","1.931661","32.235813","0.309582","30.985871","82.241379","0.076142","-0.022884","0.053258","50.360000","50.500000","65.567415","44.311350","56.988711","43.695670","58.513811","61.870617","78.285847","<1B USD"
"MGRD","AMG","BB","12","12/27/2024","","","0.260000","4.20%","19.500000","15.180000","15.390000","0.210000","-4.110000","15.830000","16.720000","-2.780000","-7.930000","14.620000","18.370000","14.620000","18.370000","35.000000","15.230000","182.320000","139.220000","199.520000","186.590000","169.420000","62.190000","199.520000","5.180000","12.000000","82.300000","48.770000","1.931661","-0.086207","0.309582","-0.086207","-0.022884","0.076142","1.215310","2.738364","90.000000","82.241379","34.766557","82.241379","0.379140","2.573115","131.728632","140.435449","80.236555","6.806297","73.916214","97.801656","56.754117","75.206188","56.368787","44.541763","-0.086207","-0.086207","0.309582","1.931661","1.931661","32.235813","0.309582","30.985871","82.241379","0.076142","-0.022884","0.053258","50.360000","50.500000","65.567415","44.311350","56.988711","43.695670","58.513811","61.870617","78.285847","<1B USD"
"MS PRK","MS","","11","12/27/2024","","","0.370000","5.85%","26.380000","21.400000","23.140000","1.740000","-3.240000","23.980000","24.570000","-3.490000","-5.830000","22.520000","26.000000","21.160000","26.000000","35.000000","22.910000","130.200000","90.940000","142.030000","134.990000","140.690000","39.800000","142.030000","209.910000","11.000000","55.350000","29.670000","2.271357","-0.083292","0.431713","-0.083292","-0.035484","-0.074561","1.352304","3.388271","90.000000","82.503696","44.537057","82.503696","0.051881","-1.288231","141.420654","169.196078","82.747104","6.791242","80.646257","97.324773","54.496321","48.130558","60.442582","53.458945","-0.083292","-0.083292","0.431713","2.271357","2.271357","36.218291","0.431713","40.320172","82.503696","-0.074561","-0.035484","-0.110045","90.165167","40.600000","77.935967","39.465249","50.865518","37.921417","50.913531","59.879945","54.573302","<1B USD"
"MS PRL","MS","","11","12/27/2024","","","0.300000","4.88%","24.000000","18.320000","19.680000","1.360000","-4.320000","20.560000","21.980000","-4.270000","-10.480000","19.340000","24.490000","18.150000","24.490000","35.000000","19.500000","130.200000","90.940000","142.030000","134.990000","140.690000","39.800000","142.030000","209.910000","11.000000","55.350000","29.670000","2.271357","-0.083292","0.431713","-0.083292","-0.035484","-0.074561","1.352304","3.388271","90.000000","82.503696","44.537057","82.503696","0.051881","-1.288231","141.420654","169.196078","82.747104","6.791242","80.646257","97.324773","54.496321","48.130558","60.442582","53.458945","-0.083292","-0.083292","0.431713","2.271357","2.271357","36.218291","0.431713","40.320172","82.503696","-0.074561","-0.035484","-0.110045","90.165167","40.600000","77.935967","39.465249","50.865518","37.921417","50.913531","59.879945","54.573302","<1B USD"
"MS PRO","MS","","11","12/27/2024","","","0.270000","4.25%","20.770000","15.900000","17.330000","1.430000","-3.440000","18.070000","18.950000","-4.100000","-8.570000","16.820000","21.470000","15.700000","21.470000","35.000000","17.160000","130.200000","90.940000","142.030000","134.990000","140.690000","39.800000","142.030000","209.910000","11.000000","55.350000","29.670000","2.271357","-0.083292","0.431713","-0.083292","-0.035484","-0.074561","1.352304","3.388271","90.000000","82.503696","44.537057","82.503696","0.051881","-1.288231","141.420654","169.196078","82.747104","6.791242","80.646257","97.324773","54.496321","48.130558","60.442582","53.458945","-0.083292","-0.083292","0.431713","2.271357","2.271357","36.218291","0.431713","40.320172","82.503696","-0.074561","-0.035484","-0.110045","90.165167","40.600000","77.935967","39.465249","50.865518","37.921417","50.913531","59.879945","54.573302","<1B USD"
"NCV PRA","NCV","","NR","12/5/2024","","","0.350000","5.63%","24.280000","20.920000","22.020000","1.100000","-2.260000","21.760000","22.070000","1.200000","-0.220000","20.720000","23.640000","20.600000","23.640000","13.000000","21.720000","13.430000","11.510000","14.920000","","14.190000","11.360000","25.640000","0.303430","","","","0.182218","-0.476209","0.166811","-0.099866","","-0.053559","","","24.577465","47.141186","23.344917","81.012064","","-0.750108","","","45.521497","63.596917","62.048182","100.000000","","51.903862","","","-0.099866","-0.476209","0.166811","0.182218","0.182218","11.725938","0.166811","20.074145","64.076625","-0.053559","","","36.517150","","","0.000000","1.000000","0.000000","1.000000","","57.877921","<1B USD"
"NCZ PRA","NCZ","","NR","12/5/2024","","","0.340000","5.50%","24.280000","20.500000","20.840000","0.340000","-3.440000","20.960000","21.060000","-0.580000","-1.050000","19.920000","22.380000","19.920000","22.380000","13.000000","20.550000","12.240000","10.230000","13.440000","","12.820000","10.000000","22.040000","0.232910","","","","0.224000","-0.444646","0.196481","-0.089286","","-0.045242","","","27.920000","49.981851","25.718475","81.964286","","-0.537007","","","48.293502","67.771306","65.090926","98.302384","","53.398116","","","-0.089286","-0.444646","0.196481","0.224000","0.224000","12.215772","0.196481","22.341736","65.973068","-0.045242","","","36.164550","","","0.000000","1.000000","0.000000","1.000000","","59.186573","<1B USD"
"NEE PRN","NEE","BB","12","11/27/2024","","","0.350000","5.65%","26.150000","22.130000","22.760000","0.630000","-3.390000","23.230000","24.210000","-2.020000","-5.980000","22.100000","25.550000","21.920000","25.620000","5.000000","22.430000","73.860000","61.720000","86.100000","77.360000","69.060000","47.140000","93.730000","152.050000","12.000000","67.940000","47.940000","0.566822","-0.211992","0.196695","-0.142160","-0.045243","0.069505","0.087136","0.540676","55.345779","70.920730","25.735580","77.205575","-0.201593","2.403051","51.912624","43.180203","61.578535","98.541217","65.111407","42.186992","52.747581","74.013708","22.820154","14.387946","-0.142160","-0.211992","0.196695","0.566822","0.566822","16.234904","0.196695","22.358078","74.063152","0.069505","-0.045243","0.024262","87.602500","50.500000","76.878929","41.846392","53.874163","43.470607","58.217575","58.338101","77.241486","<1B USD"
"NRUC","-","BB","13","11/1/2024","","","0.340000","5.50%","25.220000","21.750000","23.940000","2.190000","-1.280000","23.460000","24.190000","2.030000","-1.020000","22.380000","25.750000","21.640000","25.750000","69.000000","23.860000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"NSA PRA","NSA","","NR","12/13/2024","","","0.380000","6.00%","25.300000","20.650000","23.600000","2.950000","-1.700000","22.280000","22.790000","5.940000","3.540000","21.120000","25.200000","20.160000","25.200000","21.000000","23.310000","36.850000","30.880000","49.440000","44.160000","37.470000","25.670000","70.040000","4.950000","","35.960000","23.980000","0.435528","-0.473872","0.193329","-0.254652","-0.165534","-0.016547","0.024750","0.536697","44.842228","47.351513","25.466321","67.081311","-3.325985","0.198228","47.498943","43.004137","57.700695","63.905996","64.786795","28.329350","31.192054","58.553558","20.964975","14.333357","-0.254652","-0.473872","0.193329","0.435528","0.435528","14.695653","0.193329","22.100840","57.216412","-0.016547","-0.165534","-0.182081","49.875000","","","35.287250","45.586492","35.907365","48.262564","39.332849","63.701653","<1B USD"
"NTRSO","NTRS","","13","12/13/2024","","","0.290000","4.70%","24.850000","18.300000","19.830000","1.530000","-5.020000","20.090000","21.040000","-1.280000","-5.730000","19.100000","24.290000","18.100000","24.290000","21.000000","19.610000","107.990000","79.670000","114.670000","108.940000","113.750000","62.430000","135.150000","21.010000","13.000000","101.060000","64.560000","0.729777","-0.200962","0.355466","-0.058254","-0.008720","-0.050637","0.068573","0.672708","68.382188","71.913430","38.437304","84.757129","0.747029","-0.675253","50.599359","49.023060","65.354204","100.000000","76.689345","93.108712","59.292224","52.428741","22.268156","16.199513","-0.058254","-0.200962","0.355466","0.729777","0.729777","18.145335","0.355466","34.492739","78.335279","-0.050637","-0.008720","-0.059358","64.679250","60.400000","70.205725","47.203939","60.643583","47.631367","63.694116","64.108436","58.337604","<1B USD"
"NYMTZ","NYMT","","NR","1/2/2025","","","0.440000","7.00%","19.780000","16.600000","18.190000","1.590000","-1.590000","18.810000","19.330000","-3.310000","-5.920000","16.750000","21.750000","15.310000","21.750000","41.000000","17.950000","7.050000","5.010000","7.270000","5.890000","5.990000","2.400000","19.740000","0.633890","","","","1.937500","-0.642857","0.407186","-0.030261","0.196944","0.176962","","","90.000000","32.142857","42.574850","87.276479","6.088858","5.156330","","","80.283267","41.556710","79.448686","88.121070","96.146096","93.319607","","","-0.030261","-0.642857","0.407186","1.937500","1.937500","32.304267","0.407186","38.445567","59.709668","0.176962","0.196944","0.373906","38.169450","","","0.000000","1.000000","0.000000","1.000000","96.602058","94.149384","<1B USD"
"OPP PRA","OPP","","16","11/1/2024","","","0.270000","4.38%","20.870000","16.980000","17.600000","0.620000","-3.270000","18.290000","18.710000","-3.790000","-5.910000","16.540000","20.210000","16.540000","20.210000","69.000000","17.540000","8.400000","7.910000","9.300000","8.420000","8.560000","7.260000","16.360000","0.200000","16.000000","17.000000","12.710000","0.157025","-0.486553","0.061947","-0.096774","-0.002375","-0.018692","-0.505882","-0.339103","22.561983","46.210269","14.955752","81.290323","0.911833","0.143267","12.447264","5.308702","43.579033","62.228925","1.866336","99.507575","60.429230","58.168180","6.231891","2.645954","-0.096774","-0.486553","0.061947","0.157025","0.157025","11.430577","0.061947","12.059510","63.750296","-0.018692","-0.002375","-0.021067","36.000000","90.100000","58.835124","30.391068","39.400020","31.364211","42.282702","65.110920","63.364143","<1B USD"
"OPP PRB","OPP","","16","11/1/2024","2/15/2027","","0.300000","4.75%","21.430000","18.700000","19.210000","0.510000","-2.220000","19.860000","20.080000","-3.290000","-4.310000","18.340000","21.860000","18.310000","22.310000","69.000000","19.140000","8.400000","7.910000","9.300000","8.420000","8.560000","7.260000","16.360000","0.200000","16.000000","17.000000","12.710000","0.157025","-0.486553","0.061947","-0.096774","-0.002375","-0.018692","-0.505882","-0.339103","22.561983","46.210269","14.955752","81.290323","0.911833","0.143267","12.447264","5.308702","43.579033","62.228925","1.866336","99.507575","60.429230","58.168180","6.231891","2.645954","-0.096774","-0.486553","0.061947","0.157025","0.157025","11.430577","0.061947","12.059510","63.750296","-0.018692","-0.002375","-0.021067","36.000000","90.100000","58.835124","30.391068","39.400020","31.364211","42.282702","65.110920","63.364143","<1B USD"
"OZKAP","OZK","","9","11/1/2024","11/15/2026","","0.290000","4.63%","20.780000","14.610000","16.300000","1.690000","-4.480000","16.960000","17.090000","-3.910000","-4.650000","15.750000","19.880000","14.370000","19.880000","69.000000","16.230000","46.570000","35.710000","53.640000","48.350000","50.510000","20.100000","53.640000","5.280000","9.000000","28.030000","18.000000","1.316915","-0.131805","0.304116","-0.131805","-0.036815","-0.078004","0.661434","1.587222","90.000000","78.137584","34.329320","78.137584","0.017316","-1.376455","92.543063","89.493478","74.330700","96.168887","73.561541","43.764587","54.257853","47.511935","39.898128","28.747295","-0.131805","-0.131805","0.304116","1.316915","1.316915","25.028743","0.304116","30.568154","78.137584","-0.078004","-0.036815","-0.114819","50.560000","20.800000","56.696185","33.354674","43.144625","33.599767","45.225220","59.669690","54.031518","<1B USD"
"PEB PRE","PEB","","NR","12/27/2024","","","0.400000","6.38%","24.710000","18.320000","18.120000","-0.200000","-6.590000","18.470000","20.510000","-1.890000","-11.650000","16.270000","23.220000","16.270000","23.220000","35.000000","17.880000","9.950000","7.410000","15.460000","13.000000","12.520000","7.410000","26.450000","1.180000","","24.910000","8.490000","0.342780","-0.623819","0.342780","-0.356404","-0.234615","-0.205272","-0.600562","0.171967","37.422402","33.856333","37.422402","57.923674","-6.400326","-4.637320","4.074273","26.863570","54.241415","44.074681","75.956639","10.714612","23.266428","24.646864","2.712517","9.329002","-0.356404","-0.623819","0.342780","0.342780","0.342780","13.608309","0.342780","33.523147","45.890003","-0.205272","-0.234615","-0.439887","40.450000","","","32.551387","42.129647","29.425397","39.730765","20.632046","34.006536","<1B USD"
"PEB PRF","PEB","","NR","12/27/2024","","","0.390000","6.30%","23.520000","18.560000","18.350000","-0.210000","-5.170000","18.610000","20.550000","-1.420000","-10.690000","16.850000","23.750000","16.850000","23.750000","35.000000","18.110000","9.950000","7.410000","15.460000","13.000000","12.520000","7.410000","26.450000","1.180000","","24.910000","8.490000","0.342780","-0.623819","0.342780","-0.356404","-0.234615","-0.205272","-0.600562","0.171967","37.422402","33.856333","37.422402","57.923674","-6.400326","-4.637320","4.074273","26.863570","54.241415","44.074681","75.956639","10.714612","23.266428","24.646864","2.712517","9.329002","-0.356404","-0.623819","0.342780","0.342780","0.342780","13.608309","0.342780","33.523147","45.890003","-0.205272","-0.234615","-0.439887","40.450000","","","32.551387","42.129647","29.425397","39.730765","20.632046","34.006536","<1B USD"
"PEB PRG","PEB","","NR","12/27/2024","","","0.400000","6.38%","23.400000","18.000000","18.100000","0.100000","-5.300000","18.650000","20.280000","-2.970000","-10.750000","16.600000","23.180000","16.600000","23.180000","35.000000","17.860000","9.950000","7.410000","15.460000","13.000000","12.520000","7.410000","26.450000","1.180000","","24.910000","8.490000","0.342780","-0.623819","0.342780","-0.356404","-0.234615","-0.205272","-0.600562","0.171967","37.422402","33.856333","37.422402","57.923674","-6.400326","-4.637320","4.074273","26.863570","54.241415","44.074681","75.956639","10.714612","23.266428","24.646864","2.712517","9.329002","-0.356404","-0.623819","0.342780","0.342780","0.342780","13.608309","0.342780","33.523147","45.890003","-0.205272","-0.234615","-0.439887","40.450000","","","32.551387","42.129647","29.425397","39.730765","20.632046","34.006536","<1B USD"
"PEB PRH","PEB","","NR","12/27/2024","","","0.360000","5.70%","21.010000","16.380000","16.950000","0.570000","-4.060000","17.060000","18.380000","-0.650000","-7.800000","15.510000","21.120000","15.020000","21.120000","35.000000","16.730000","9.950000","7.410000","15.460000","13.000000","12.520000","7.410000","26.450000","1.180000","","24.910000","8.490000","0.342780","-0.623819","0.342780","-0.356404","-0.234615","-0.205272","-0.600562","0.171967","37.422402","33.856333","37.422402","57.923674","-6.400326","-4.637320","4.074273","26.863570","54.241415","44.074681","75.956639","10.714612","23.266428","24.646864","2.712517","9.329002","-0.356404","-0.623819","0.342780","0.342780","0.342780","13.608309","0.342780","33.523147","45.890003","-0.205272","-0.234615","-0.439887","40.450000","","","32.551387","42.129647","29.425397","39.730765","20.632046","34.006536","<1B USD"
"PFH","PRU","BB","13","11/15/2024","9/1/2025","","0.260000","4.13%","22.610000","17.350000","17.140000","-0.210000","-5.470000","17.930000","19.130000","-4.380000","-10.410000","16.840000","21.590000","16.840000","21.590000","83.000000","17.120000","107.980000","90.380000","130.560000","126.260000","111.660000","54.870000","130.560000","38.220000","13.000000","94.890000","42.260000","0.967924","-0.172947","0.194733","-0.172947","-0.144781","-0.032957","0.137949","1.555135","87.433935","74.434743","25.578668","74.434743","-2.786935","-0.222248","55.507574","88.073503","69.625702","91.380485","64.922815","37.496853","34.911017","55.605194","24.331200","28.307034","-0.172947","-0.172947","0.194733","0.967924","0.967924","20.937288","0.194733","22.208171","74.434743","-0.032957","-0.144781","-0.177738","71.993500","60.400000","72.848458","46.289027","59.487565","41.873518","56.115428","42.611815","61.119508","<1B USD"
"PRH","PRU","BB","13","11/15/2024","","","0.370000","5.95%","","23.790000","24.640000","0.850000","","24.880000","25.570000","-0.970000","-3.640000","23.590000","26.890000","23.170000","26.950000","83.000000","24.610000","107.980000","90.380000","130.560000","126.260000","111.660000","54.870000","130.560000","38.220000","13.000000","94.890000","42.260000","0.967924","-0.172947","0.194733","-0.172947","-0.144781","-0.032957","0.137949","1.555135","87.433935","74.434743","25.578668","74.434743","-2.786935","-0.222248","55.507574","88.073503","69.625702","91.380485","64.922815","37.496853","34.911017","55.605194","24.331200","28.307034","-0.172947","-0.172947","0.194733","0.967924","0.967924","20.937288","0.194733","22.208171","74.434743","-0.032957","-0.144781","-0.177738","71.993500","60.400000","72.848458","46.289027","59.487565","41.873518","56.115428","42.611815","61.119508","<1B USD"
"PRS","PRU","BB","13","11/1/2024","8/15/2023","","0.350000","5.63%","26.160000","22.520000","23.030000","0.510000","-3.130000","23.360000","24.230000","-1.400000","-4.940000","22.350000","25.420000","22.310000","25.420000","69.000000","22.950000","107.980000","90.380000","130.560000","126.260000","111.660000","54.870000","130.560000","38.220000","13.000000","94.890000","42.260000","0.967924","-0.172947","0.194733","-0.172947","-0.144781","-0.032957","0.137949","1.555135","87.433935","74.434743","25.578668","74.434743","-2.786935","-0.222248","55.507574","88.073503","69.625702","91.380485","64.922815","37.496853","34.911017","55.605194","24.331200","28.307034","-0.172947","-0.172947","0.194733","0.967924","0.967924","20.937288","0.194733","22.208171","74.434743","-0.032957","-0.144781","-0.177738","71.993500","60.400000","72.848458","46.289027","59.487565","41.873518","56.115428","42.611815","61.119508","<1B USD"
"PSA PRF","PSA","","13.5","12/12/2024","","","0.320000","5.15%","25.840000","20.870000","20.920000","0.050000","-4.920000","21.490000","22.900000","-2.670000","-8.660000","19.870000","25.110000","19.870000","25.110000","20.000000","20.670000","309.460000","256.600000","369.990000","335.850000","297.430000","181.760000","421.760000","54.290000","13.500000","226.420000","171.220000","0.702575","-0.266265","0.206002","-0.163599","-0.078577","0.040446","0.366752","0.807382","66.205986","66.036134","26.480125","75.276089","-1.067387","1.658514","71.694907","54.982881","64.783539","91.363251","65.985044","38.920985","46.774369","68.793041","31.135134","18.047345","-0.163599","-0.266265","0.206002","0.702575","0.702575","17.826422","0.206002","23.069382","70.656111","0.040446","-0.078577","-0.038130","77.686400","65.350000","73.043263","60.908612","77.959846","64.758366","86.237287","53.071591","72.669281","<1B USD"
